age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,label
33,9,1,5,0,2,0,0,1,3,409,1,999,0,1,1.399851679801941,93.44532775878906,-36.11438751220703,4.964818954467773,5227.990234375,0
36,0,1,3,0,0,0,0,6,1,69,1,999,0,1,-1.7961915731430054,92.8923110961914,-46.192169189453125,1.2975938320159912,5099.1396484375,0
43,4,0,6,0,2,0,0,3,3,76,1,999,0,1,1.397404432296753,93.91561126708984,-42.70494079589844,4.9635467529296875,5227.94140625,0
45,4,1,6,0,0,0,1,4,1,369,2,999,0,1,1.4,94.46526336669922,-41.80233383178711,4.8651509284973145,5227.90087890625,0
61,11,2,0,0,2,0,0,6,3,574,1,4,1,2,-1.799390435218811,92.89289093017578,-46.198062896728516,1.2671403884887695,5099.20068359375,0
39,10,1,6,1,0,0,1,4,2,21,8,999,0,1,1.4,94.46463012695312,-41.7930908203125,4.9626054763793945,5227.98095703125,0
30,10,1,1,1,0,0,1,4,3,215,10,999,0,1,1.3985835313796997,94.46341705322266,-41.80658721923828,4.8624372482299805,5228.1,0
34,9,1,3,0,2,0,0,1,2,85,3,999,0,1,1.3992701768875122,93.4458999633789,-36.112831115722656,4.961881637573242,5228.044921875,0
49,1,1,2,1,2,0,0,6,3,24,6,999,1,0,-1.7942336797714233,92.89448547363281,-46.189178466796875,1.2921199798583984,5099.2373046875,0
34,0,1,3,0,0,0,0,6,3,166,5,999,1,0,-1.7980448007583618,92.8935775756836,-46.19974899291992,1.2912354469299316,5099.42822265625,0
57,0,0,2,1,0,0,1,6,3,451,2,999,0,1,1.0998163223266602,93.99403381347656,-36.405338287353516,4.853506565093994,5190.96337890625,0
29,1,1,3,0,2,2,1,6,0,62,3,999,0,1,1.0958633422851562,93.99420928955078,-36.39738082885742,4.860830307006836,5190.9521484375,0
35,1,1,2,0,0,0,1,6,2,342,2,999,0,1,1.0969693660736084,93.99373626708984,-36.4085807800293,4.851859092712402,5190.79638671875,0
34,7,1,3,0,0,0,1,4,3,51,2,999,0,1,1.3975640535354614,94.46309661865234,-41.79509353637695,4.858428001403809,5227.953125,0
30,4,2,6,0,2,2,0,6,3,228,1,999,1,0,-1.7954440116882324,92.89351654052734,-46.191585540771484,1.340477466583252,5099.20263671875,0
24,8,2,6,0,2,0,0,6,4,79,1,999,0,1,-1.7956538200378418,92.89334106445312,-46.2022705078125,1.2864458560943604,5099.2509765625,0
39,7,0,3,0,0,0,0,3,4,160,1,999,0,1,1.4,93.91691589355469,-42.694252014160156,4.959536552429199,5227.9306640625,0
33,1,2,2,0,2,0,1,3,2,124,8,999,0,1,1.3951162099838257,93.91670227050781,-42.689353942871094,4.95858907699585,5228.1,0
36,1,1,2,0,2,0,0,7,3,893,2,999,0,1,-0.0975143313407898,93.20215606689453,-41.99358367919922,4.146958827972412,5195.859375,0
36,1,1,2,0,0,0,1,4,4,81,2,999,0,1,1.399927020072937,94.4641342163086,-41.79842758178711,4.963378429412842,5228.083984375,0
25,0,2,5,0,2,0,0,4,1,205,2,999,0,1,-2.895857810974121,92.96334838867188,-40.79088592529297,1.2632734775543213,5076.431640625,0
35,4,1,6,0,0,0,0,6,2,303,1,999,1,0,-1.7947272062301636,92.89366149902344,-46.18731689453125,1.3298447132110596,5099.14013671875,0
32,9,2,5,0,2,0,1,1,0,107,2,999,1,0,-2.896185874938965,92.20304870605469,-31.429052352905273,0.8844357132911682,5076.22900390625,0
45,1,1,2,1,0,0,1,6,2,90,3,999,0,1,1.0983165502548218,93.99380493164062,-36.398651123046875,4.858321666717529,5190.83203125,0
57,1,1,0,0,2,0,0,3,2,630,1,999,0,1,1.3997167348861694,93.9180908203125,-42.708221435546875,4.958397388458252,5228.0224609375,0
32,11,1,2,0,0,0,0,1,2,390,3,999,0,1,1.397470474243164,93.44500732421875,-36.112892150878906,4.96616268157959,5227.84765625,0
40,1,1,2,1,2,2,0,6,4,776,2,999,0,1,-1.8017139434814453,92.89397430419922,-46.1893310546875,1.282426357269287,5099.16015625,0
50,5,1,0,0,2,0,1,4,1,35,6,998,0,1,1.4,94.4653549194336,-41.81332015991211,4.8642497062683105,5227.99365234375,0
34,4,0,6,0,2,0,1,6,3,208,1,999,0,1,1.0952339172363281,93.99269104003906,-36.40193176269531,4.8537445068359375,5190.98974609375,0
56,2,1,7,0,2,0,0,3,2,129,1,999,0,1,-2.8959734439849854,92.4697265625,-33.62300491333008,1.0754010677337646,5076.544921875,0
49,4,1,6,0,2,0,0,7,0,845,1,5,1,2,-0.10116323828697205,93.2016372680664,-42.006813049316406,4.01755428314209,5195.73388671875,0
25,9,1,5,0,2,0,1,4,4,149,2,999,0,1,1.394954800605774,94.46284484863281,-41.795284271240234,4.9584574699401855,5228.1,0
36,9,1,2,1,0,0,1,6,3,109,9,999,0,1,1.0966447591781616,93.99412536621094,-36.401885986328125,4.854365825653076,5191.14111328125,0
54,4,1,6,0,2,0,0,3,4,114,2,999,0,1,1.4,93.91654205322266,-42.69467544555664,4.959711074829102,5227.873046875,0
23,9,2,3,0,2,0,0,6,2,240,3,999,0,1,-1.7997764348983765,92.89571380615234,-46.1957893371582,1.2709684371948242,5099.18798828125,0
42,9,0,5,0,0,0,0,7,0,674,4,999,1,0,-0.10034871101379395,93.19947052001953,-41.994964599609375,4.018723964691162,5195.84765625,0
28,0,2,3,0,2,0,1,3,2,123,1,999,0,1,1.3954272270202637,93.91703033447266,-42.69634246826172,4.967060565948486,5228.0751953125,0
34,2,1,6,0,2,0,0,7,2,129,2,999,0,1,-0.09413081407546997,93.20134735107422,-42.01241683959961,4.076513767242432,5195.8623046875,0
55,0,1,3,0,2,0,1,6,4,72,1,999,0,1,1.1002999544143677,93.99247741699219,-36.39485549926758,4.856192588806152,5191.01123046875,0
36,4,1,6,0,0,2,0,0,4,180,2,999,0,1,-1.7981678247451782,93.07563018798828,-47.0936393737793,1.4461331367492676,5099.1787109375,0
54,5,1,2,0,2,0,1,6,2,217,1,999,0,1,1.09635329246521,93.99349212646484,-36.396995544433594,4.858837127685547,5190.8525390625,0
52,3,1,0,1,0,0,0,1,1,497,2,999,0,1,1.4,93.4441909790039,-36.10468673706055,4.9622578620910645,5227.8623046875,0
55,6,1,7,1,0,0,1,6,3,146,1,999,0,1,1.1001343727111816,93.99311065673828,-36.39897918701172,4.852624416351318,5191.0966796875,0
41,0,1,3,0,2,2,1,4,2,204,4,999,0,1,1.396602988243103,94.46405792236328,-41.797996520996094,4.863323211669922,5227.962890625,0
51,0,0,6,0,2,0,0,3,1,151,2,999,0,1,1.4,93.9173355102539,-42.67922592163086,4.964314937591553,5227.91796875,0
32,0,1,6,0,2,0,0,7,0,262,1,999,0,1,-0.09964585304260254,93.20136260986328,-41.99125289916992,4.018487453460693,5195.71435546875,0
30,0,0,3,0,2,0,0,7,2,35,2,999,0,1,-0.09969310462474823,93.20049285888672,-41.98967361450195,4.073263168334961,5195.74658203125,0
35,0,1,6,1,0,0,0,3,3,105,2,999,0,1,1.398419976234436,93.91707611083984,-42.69993591308594,4.960615634918213,5228.1,0
36,1,0,1,0,2,0,0,6,4,197,1,999,1,0,-1.7975949048995972,92.89586639404297,-46.20214080810547,1.3387420177459717,5099.03515625,0
30,0,0,3,0,2,0,1,4,1,225,2,999,0,1,1.3971387147903442,94.4632568359375,-41.79371643066406,4.957094669342041,5228.05078125,0
34,3,2,3,0,0,0,0,6,3,351,7,999,1,0,-1.7995948791503906,92.8941421508789,-46.18368911743164,1.2920169830322266,5099.3603515625,0
58,5,1,0,1,0,0,0,1,1,139,1,999,0,1,1.3994688987731934,93.44425964355469,-36.10725402832031,4.964147567749023,5228.02978515625,0
44,1,1,2,1,2,0,0,6,1,144,2,999,1,0,-1.7980947494506836,92.89301300048828,-46.187538146972656,1.3034286499023438,5099.15380859375,0
55,0,1,3,0,2,0,0,1,0,628,2,999,0,1,1.4,93.44410705566406,-36.10081100463867,4.959652900695801,5227.89404296875,0
29,9,1,5,0,0,0,1,4,0,29,1,999,0,1,1.3975069522857666,94.4643783569336,-41.792091369628906,4.963442325592041,5228.013671875,0
44,1,1,2,0,2,0,0,3,1,89,2,999,0,1,1.3944816589355469,93.91764831542969,-42.70096206665039,4.961533546447754,5228.01953125,0
51,0,0,5,0,0,2,0,1,3,207,1,998,0,1,1.3985031843185425,93.44349670410156,-36.1115837097168,4.9633259773254395,5228.05224609375,0
28,0,2,3,0,0,0,1,4,3,132,5,999,0,1,1.3970255851745605,94.4646987915039,-41.79787063598633,4.863780498504639,5227.97607421875,0
28,3,2,1,0,0,0,0,3,1,94,1,999,0,1,1.4,93.91746520996094,-42.69387435913086,4.9618425369262695,5228.1,0
74,5,1,2,0,0,0,0,1,2,188,2,999,1,0,-2.897905111312866,92.20421600341797,-31.41325569152832,0.8543606400489807,5076.1962890625,0
34,0,0,6,0,2,0,0,1,1,111,4,999,0,1,1.4,93.44464111328125,-36.11022186279297,4.95778751373291,5227.96142578125,0
57,5,1,5,1,2,0,0,1,3,154,1,999,0,1,1.397724986076355,93.4449234008789,-36.112831115722656,4.969422340393066,5227.9921875,0
53,4,2,5,1,0,0,0,3,3,72,5,999,0,1,1.3973370790481567,93.91683197021484,-42.70177459716797,4.963432312011719,5228.1,0
57,5,1,0,1,2,0,0,1,4,78,4,999,0,1,1.4,93.44409942626953,-36.103431701660156,4.959137439727783,5227.94287109375,0
44,0,1,6,0,2,2,1,6,4,142,2,999,0,1,1.099198579788208,93.99383544921875,-36.40627670288086,4.8580193519592285,5191.22900390625,0
33,9,2,2,0,2,0,0,3,2,143,3,999,0,1,1.3933035135269165,93.91893005371094,-42.700862884521484,4.958677291870117,5228.083984375,0
55,1,1,0,1,0,0,1,6,1,103,2,999,0,1,1.1019957065582275,93.99208068847656,-36.40530014038086,4.856962203979492,5190.70849609375,0
46,9,1,5,1,0,0,0,1,3,235,2,999,0,1,1.3972426652908325,93.44540405273438,-36.1182861328125,4.963015079498291,5227.81884765625,0
34,1,2,1,0,1,1,0,3,4,254,3,999,0,1,1.3986178636550903,93.9180908203125,-42.69804000854492,4.9544572830200195,5227.990234375,0
54,4,1,0,1,0,0,1,6,0,345,9,999,0,1,1.1014444828033447,93.99365234375,-36.404388427734375,4.8540239334106445,5191.20361328125,0
63,5,1,3,0,2,0,0,8,4,323,1,999,0,1,-3.3925278186798096,92.43328094482422,-26.925907135009766,0.7454169392585754,5017.69482421875,0
43,1,1,1,0,0,0,0,3,3,234,2,999,0,1,1.3989511728286743,93.91769409179688,-42.69114685058594,4.9619622230529785,5227.95361328125,0
48,0,0,6,0,2,0,1,6,0,224,4,999,0,1,1.0992217063903809,93.99290466308594,-36.400840759277344,4.8671345710754395,5191.06494140625,0
37,9,1,5,1,2,2,0,3,3,178,1,999,0,1,1.396817684173584,93.91778564453125,-42.69691848754883,4.962717533111572,5228.04052734375,0
31,9,1,5,0,0,0,0,1,3,92,1,999,0,1,1.398890733718872,93.44361877441406,-36.10837936401367,4.961497783660889,5228.09130859375,0
33,9,2,6,0,2,0,0,1,3,182,1,999,0,1,1.4,93.44392395019531,-36.10093307495117,4.960391521453857,5228.08447265625,0
36,0,2,6,0,2,0,0,1,2,107,3,999,0,1,1.4,93.44437408447266,-36.095970153808594,4.96547794342041,5228.02587890625,0
47,0,1,3,0,2,0,0,1,3,145,1,999,0,1,1.3999292850494385,93.44376373291016,-36.10658264160156,4.964256763458252,5228.037109375,0
33,1,1,0,0,2,0,1,4,4,61,23,999,0,1,1.4,94.4645767211914,-41.797218322753906,4.96773624420166,5227.9638671875,0
28,0,1,6,0,2,0,0,3,4,509,2,999,0,1,1.3975807428359985,93.91927337646484,-42.70479965209961,4.957769393920898,5228.06884765625,0
30,7,1,3,1,0,0,1,6,4,629,2,998,0,1,1.098813533782959,93.99344635009766,-36.4027214050293,4.852264881134033,5191.0556640625,0
39,0,2,3,0,2,0,1,6,0,59,1,999,0,1,1.0998750925064087,93.99292755126953,-36.39920425415039,4.854397296905518,5191.0185546875,0
57,7,0,0,0,0,0,0,6,2,161,6,999,0,1,-1.7975008487701416,92.89405059814453,-46.18399429321289,1.2691006660461426,5099.23291015625,0
44,7,1,3,0,1,1,1,6,0,146,4,999,0,1,1.0998221635818481,93.99201202392578,-36.40342330932617,4.855355262756348,5191.0859375,0
50,10,1,3,1,2,0,0,1,4,344,2,999,0,1,1.396916151046753,93.44551849365234,-36.112247467041016,4.965209484100342,5227.9970703125,0
36,7,2,1,1,2,0,1,6,0,1221,5,999,0,1,1.0938440561294556,93.99339294433594,-36.41706085205078,4.852604866027832,5191.11328125,0
41,1,1,7,0,2,0,0,3,3,158,1,999,0,1,1.3965201377868652,93.91835021972656,-42.69135284423828,4.956724166870117,5227.833984375,0
53,11,1,0,1,0,0,0,1,4,50,2,999,0,1,1.398127555847168,93.44490051269531,-36.10735321044922,4.9654436111450195,5228.1,0
29,6,2,5,0,0,0,1,4,3,199,7,999,0,1,1.395544171333313,94.46279907226562,-41.804508209228516,4.8655500411987305,5228.00048828125,0
50,1,1,7,1,2,0,0,6,1,96,2,999,0,1,-1.795735478401184,92.8954086303711,-46.190185546875,1.3013949394226074,5099.43310546875,0
33,10,1,2,0,2,2,0,6,1,21,6,999,0,1,-1.799487829208374,92.89469146728516,-46.204246520996094,1.2976202964782715,5099.5205078125,0
34,0,1,3,0,2,0,0,3,1,38,1,999,0,1,1.3980827331542969,93.91787719726562,-42.710811614990234,4.959728717803955,5228.05322265625,0
60,0,1,5,0,2,2,1,9,4,61,3,999,0,1,-3.3950655460357666,92.3807601928711,-29.81052589416504,0.8184595704078674,5017.84033203125,0
38,9,0,3,0,2,0,1,7,4,137,4,999,1,0,-0.10229803621768951,93.20011901855469,-42.00497055053711,4.118608474731445,5195.82373046875,0
37,0,1,6,0,2,0,1,6,2,73,12,999,0,1,1.0982270240783691,93.9933090209961,-36.39548110961914,4.859511852264404,5190.921875,0
47,1,0,0,0,0,2,1,6,1,298,2,999,0,1,1.0988632440567017,93.99262237548828,-36.41648864746094,4.853991985321045,5190.97802734375,0
32,0,1,3,0,0,0,0,0,1,9,5,999,0,1,-1.800943374633789,93.07701110839844,-47.0887336730957,1.4097962379455566,5099.19287109375,0
46,0,0,5,0,2,0,0,3,1,277,2,999,0,1,1.4,93.91641998291016,-42.701595306396484,4.9544291496276855,5228.1,0
32,9,1,3,1,0,0,0,1,1,97,3,999,0,1,1.4,93.44491577148438,-36.10626983642578,4.96207332611084,5227.9140625,0
37,3,1,0,0,0,0,0,3,3,56,4,999,0,1,1.3969067335128784,93.91780090332031,-42.68777084350586,4.959303379058838,5227.97705078125,0
26,0,2,0,0,2,2,1,4,3,69,6,999,0,1,1.4,94.46436309814453,-41.80381393432617,4.960661888122559,5228.1,0
53,9,1,5,0,0,0,0,6,3,350,5,999,1,0,-1.797268033027649,92.89287567138672,-46.18757629394531,1.297633409500122,5099.3193359375,0
32,0,2,6,0,0,0,0,9,2,154,1,999,0,1,-1.096075177192688,94.19680786132812,-37.51259231567383,0.8903747200965881,4963.91064453125,0
30,1,1,2,0,2,0,0,3,2,58,1,999,0,1,1.396435260772705,93.91802978515625,-42.69207000732422,4.961008548736572,5228.0986328125,0
47,1,1,2,0,2,0,1,4,1,109,3,999,0,1,1.4,94.46369934082031,-41.8026008605957,4.959936141967773,5228.0556640625,0
64,5,0,5,0,2,0,0,7,0,151,3,999,0,1,-1.0950605869293213,94.76543426513672,-50.782386779785156,1.0332930088043213,4964.0234375,0
30,7,1,2,0,0,0,1,3,3,186,2,999,0,1,1.4,93.91845703125,-42.71318817138672,4.962708950042725,5227.94140625,0
47,1,1,2,0,1,1,0,0,1,72,3,999,0,1,-1.7997394800186157,93.07495880126953,-47.088985443115234,1.4118599891662598,5099.2646484375,0
31,10,2,5,0,0,0,1,3,0,538,1,999,0,1,1.4,93.9164810180664,-42.70683670043945,4.955296039581299,5228.056640625,0
47,6,1,6,0,0,0,0,1,1,230,4,999,0,1,1.3969049453735352,93.44453430175781,-36.100502014160156,4.961388111114502,5227.837890625,0
55,5,1,0,1,2,2,0,3,0,258,1,999,0,1,1.3985509872436523,93.91737365722656,-42.69319534301758,4.96236515045166,5227.93701171875,0
45,6,1,0,1,0,0,1,4,0,339,1,999,0,1,1.3983955383300781,94.46405792236328,-41.785037994384766,4.964101314544678,5227.93408203125,0
57,5,2,2,1,1,1,0,3,0,16,2,999,0,1,1.4,93.91659545898438,-42.6877555847168,4.9565348625183105,5227.89404296875,0
38,0,2,6,0,2,0,1,6,0,154,4,999,0,1,1.10010826587677,93.99209594726562,-36.4046630859375,4.855956554412842,5191.03076171875,0
49,0,1,6,1,0,0,0,3,3,22,6,999,0,1,1.3988713026046753,93.9181137084961,-42.68852615356445,4.960245132446289,5227.98388671875,0
29,9,2,6,0,0,0,0,3,2,291,1,999,0,1,1.3965991735458374,93.91827392578125,-42.696380615234375,4.95939826965332,5228.025390625,0
33,0,1,3,0,2,0,0,3,0,90,1,999,0,1,1.3952577114105225,93.91793823242188,-42.70143127441406,4.958018779754639,5227.912109375,0
37,1,1,0,0,0,2,1,6,2,280,2,999,0,1,1.0968555212020874,93.99299621582031,-36.40250778198242,4.853647708892822,5191.0322265625,0
29,0,2,3,0,2,0,1,6,1,26,1,999,0,1,-1.7931411266326904,92.89482879638672,-46.1873893737793,1.3025321960449219,5099.2265625,0
37,0,2,6,0,2,0,0,7,3,95,1,999,0,1,-0.09994137287139893,93.19912719726562,-41.99809646606445,4.150219440460205,5195.8359375,0
40,1,2,2,0,2,0,0,6,4,220,2,999,0,1,-1.8003244400024414,92.89391326904297,-46.19334411621094,1.2837433815002441,5099.158203125,0
56,0,1,2,1,0,0,1,6,1,10,11,999,0,1,1.1000224351882935,93.99409484863281,-36.40096664428711,4.8551764488220215,5190.91552734375,0
39,10,1,6,0,0,0,1,4,3,132,2,998,0,1,1.3969323635101318,94.46286010742188,-41.79866409301758,4.955403804779053,5228.0126953125,0
35,9,1,5,0,2,0,0,1,1,131,4,999,0,1,1.397050142288208,93.44514465332031,-36.104270935058594,4.962820053100586,5227.99560546875,0
59,9,1,7,0,2,0,1,6,2,31,1,999,0,1,1.0969793796539307,93.99214935302734,-36.39967346191406,4.855660915374756,5191.03076171875,0
43,1,1,2,1,2,0,1,4,2,88,1,999,0,1,1.3934102058410645,94.46343994140625,-41.79109191894531,4.86298942565918,5227.81396484375,0
34,9,2,6,0,0,0,0,3,3,116,2,999,0,1,1.3984837532043457,93.91730499267578,-42.7058219909668,4.962685585021973,5228.1,0
32,4,0,6,0,2,0,0,3,3,123,4,999,0,1,1.397041916847229,93.9184799194336,-42.691551208496094,4.960925579071045,5228.076171875,0
27,1,1,6,0,0,2,1,6,0,356,1,999,0,1,1.1034481525421143,93.99217987060547,-36.40396499633789,4.855991840362549,5191.0126953125,0
47,1,1,3,0,0,0,0,6,4,327,1,999,1,0,-1.7972517013549805,92.8943862915039,-46.1821403503418,1.3356516361236572,5099.048828125,0
48,0,1,3,0,2,0,0,7,0,162,2,999,0,1,-0.09754562377929688,93.20154571533203,-42.00522994995117,4.0189948081970215,5195.83544921875,0
52,1,1,2,0,2,0,0,1,2,152,1,999,0,1,1.4,93.4437484741211,-36.112857818603516,4.960856914520264,5228.1,0
82,5,1,6,0,2,0,0,8,3,526,1,999,0,1,-3.39400577545166,92.43327331542969,-26.9218692779541,0.7485945820808411,5018.00146484375,0
44,0,0,3,0,2,2,1,4,0,100,4,999,0,1,1.398550033569336,94.46373748779297,-41.80251693725586,4.960050106048584,5227.98974609375,0
40,1,0,2,0,0,0,0,7,0,585,1,998,0,1,-0.098560631275177,93.20037841796875,-41.99371337890625,4.019094467163086,5195.71484375,0
59,5,0,5,0,0,0,1,6,1,112,1,999,0,1,1.0991584062576294,93.99410247802734,-36.40557098388672,4.856861591339111,5191.0029296875,0
44,0,1,6,0,2,0,1,4,2,351,1,999,0,1,1.4,94.46452331542969,-41.79793167114258,4.9574151039123535,5228.0859375,0
32,9,2,5,0,0,0,1,3,0,565,3,999,0,1,1.397117257118225,93.91683197021484,-42.69626998901367,4.95757532119751,5228.091796875,0
36,4,1,6,0,0,0,0,0,1,450,1,999,1,0,-1.7987715005874634,93.07548522949219,-47.089599609375,1.4090919494628906,5099.20654296875,0
25,8,1,6,0,2,2,1,0,2,126,7,999,0,1,-1.7966631650924683,93.07677459716797,-47.09714126586914,1.4150867462158203,5099.20654296875,0
51,4,1,2,0,2,2,0,3,2,79,6,999,0,1,1.3936271667480469,93.91845703125,-42.68906784057617,4.9629621505737305,5227.87939453125,0
37,9,2,5,0,0,0,1,3,1,280,3,999,0,1,1.3962876796722412,93.91773986816406,-42.68723678588867,4.955479145050049,5228.1,0
54,0,1,6,0,0,2,0,3,0,84,5,999,2,0,-1.6990479230880737,94.2133560180664,-40.310752868652344,0.8604989647865295,4991.87451171875,0
31,0,2,2,0,2,0,1,6,0,39,3,999,0,1,1.0951910018920898,93.9938735961914,-36.40192413330078,4.859994411468506,5191.19287109375,0
36,1,1,3,0,2,0,1,6,4,26,1,999,0,1,-1.7940903902053833,92.89501190185547,-46.185665130615234,1.287339448928833,5099.15478515625,0
45,1,0,2,0,2,0,1,6,0,281,4,999,0,1,1.0963629484176636,93.99378204345703,-36.40214920043945,4.861440181732178,5191.10498046875,0
37,3,1,3,1,0,0,0,1,2,125,1,999,0,1,1.4,93.44525909423828,-36.10377883911133,4.973770618438721,5228.01708984375,0
32,0,2,6,1,0,0,1,6,3,215,1,999,0,1,1.1001336574554443,93.99339294433594,-36.4040412902832,4.856284141540527,5190.90185546875,0
40,0,1,6,1,0,0,1,7,1,16,1,999,0,1,-0.09749443829059601,93.20092010498047,-42.00162887573242,4.190431594848633,5195.7216796875,0
42,4,1,6,0,0,0,1,4,4,168,8,999,0,1,1.3955390453338623,94.46517944335938,-41.80099105834961,4.954925537109375,5228.0439453125,0
44,1,1,1,1,0,2,1,6,2,285,1,999,0,1,1.1003637313842773,93.9931869506836,-36.40117263793945,4.852889060974121,5191.0283203125,0
41,0,1,6,0,2,0,0,1,0,47,13,999,0,1,1.4,93.44335174560547,-36.11054611206055,4.9603190422058105,5228.05029296875,0
78,5,0,0,0,2,0,0,7,2,462,1,5,1,2,-3.3978214263916016,92.65109252929688,-30.117401123046875,0.724863588809967,5017.80126953125,0
29,9,1,5,0,0,0,0,3,3,294,2,999,0,1,1.394101619720459,93.91682434082031,-42.69635772705078,4.967568874359131,5228.1,0
32,9,2,5,0,2,2,0,0,1,230,1,999,1,0,-1.7992935180664062,93.07633209228516,-47.08453369140625,1.4022207260131836,5099.283203125,0
30,0,1,6,0,2,0,0,1,0,183,1,999,0,1,1.3998188972473145,93.44615173339844,-36.10584259033203,4.9616379737854,5228.0107421875,0
41,9,1,6,0,0,2,1,4,0,145,1,999,0,1,1.3994439840316772,94.4627456665039,-41.797019958496094,4.960139751434326,5228.1,0
36,1,1,3,0,2,0,0,3,4,295,1,999,0,1,1.3967022895812988,93.9172134399414,-42.69509506225586,4.961867332458496,5228.1,0
38,4,1,6,0,2,0,0,7,2,84,1,999,0,1,-0.09881649911403656,93.1999282836914,-42.00580978393555,4.079169750213623,5195.81201171875,0
36,9,1,5,0,0,0,1,4,1,183,1,998,0,1,1.3993299007415771,94.46324920654297,-41.80897903442383,4.9587626457214355,5227.9482421875,0
32,0,2,3,0,0,2,0,6,0,284,15,999,0,1,-1.7964341640472412,92.89456939697266,-46.1817626953125,1.2536804676055908,5099.26611328125,0
39,7,1,2,0,2,0,0,7,3,50,1,999,0,1,-0.09801633656024933,93.20245361328125,-41.999752044677734,4.150893211364746,5195.96044921875,0
37,4,1,6,0,2,0,0,7,0,14,4,999,1,0,-0.09813778102397919,93.2016830444336,-41.99541091918945,4.014731407165527,5195.68896484375,0
50,7,1,3,0,0,0,1,6,3,87,1,999,0,1,1.100767731666565,93.99260711669922,-36.404903411865234,4.855385780334473,5190.94189453125,0
34,9,1,3,0,0,0,0,1,1,256,8,999,0,1,1.397693395614624,93.44337463378906,-36.092628479003906,4.963241100311279,5228.08984375,0
42,10,2,6,0,0,0,1,6,3,349,1,999,0,1,1.0990203619003296,93.99391174316406,-36.39994430541992,4.848092555999756,5190.87451171875,0
35,0,0,6,0,0,0,1,4,3,51,8,999,0,1,1.397134780883789,94.46336364746094,-41.79951858520508,4.96002197265625,5227.97900390625,0
45,1,1,0,1,2,2,0,1,1,187,1,999,0,1,1.3956295251846313,93.4454574584961,-36.10127639770508,4.966902256011963,5227.92919921875,0
48,7,1,3,0,2,0,0,6,1,173,2,999,0,1,-1.7952122688293457,92.8934326171875,-46.17894744873047,1.2454679012298584,5099.1748046875,0
48,9,2,6,1,0,0,0,1,3,531,8,999,0,1,1.3967007398605347,93.44522094726562,-36.10667419433594,4.966917037963867,5228.0751953125,0
56,1,1,0,1,0,0,0,3,1,241,6,999,0,1,1.3941874504089355,93.91841125488281,-42.681461334228516,4.964377403259277,5228.0078125,0
58,9,1,5,1,2,0,1,4,0,17,8,999,0,1,1.4,94.46337890625,-41.794837951660156,4.954761028289795,5228.00244140625,0
31,1,2,2,0,0,0,0,6,4,114,1,999,1,0,-1.7954870462417603,92.89498138427734,-46.20146942138672,1.2840676307678223,5099.173828125,0
33,9,0,5,0,0,0,1,6,1,133,3,999,0,1,1.096964955329895,93.99266052246094,-36.403846740722656,4.857676029205322,5191.0634765625,0
28,8,2,6,0,2,0,0,6,0,126,1,999,0,1,-1.791429042816162,92.89422607421875,-46.17952346801758,1.3165109157562256,5099.22119140625,0
50,6,1,3,0,2,0,0,3,3,120,6,999,0,1,1.3973933458328247,93.9171142578125,-42.70056915283203,4.961647987365723,5227.92529296875,0
35,1,2,7,0,0,0,1,6,2,724,3,999,0,1,1.0969353914260864,93.99382019042969,-36.414432525634766,4.859915256500244,5190.89013671875,0
51,7,1,7,1,0,0,1,6,0,26,2,999,0,1,1.0973349809646606,93.99407196044922,-36.406532287597656,4.853784561157227,5191.05615234375,0
23,1,2,2,0,2,0,0,3,3,211,1,999,0,1,1.3983190059661865,93.91947174072266,-42.694175720214844,4.960508823394775,5227.94970703125,0
55,9,1,3,0,0,0,1,6,4,214,3,999,0,1,1.1038451194763184,93.99394989013672,-36.414833068847656,4.85300874710083,5191.0732421875,0
26,0,2,6,0,2,0,0,3,3,369,2,999,0,1,1.3959250450134277,93.91724395751953,-42.699432373046875,4.962690353393555,5227.81982421875,0
41,1,1,0,1,0,0,1,4,4,81,1,999,0,1,1.4,94.4638442993164,-41.79096984863281,4.859716415405273,5227.9609375,0
36,1,2,3,0,2,2,1,4,0,15,4,999,0,1,1.397516131401062,94.46421813964844,-41.80487823486328,4.957072734832764,5228.0009765625,0
37,1,1,3,0,2,0,0,6,0,475,3,999,0,1,-1.7978601455688477,92.89400482177734,-46.19115447998047,1.3130614757537842,5099.10546875,0
52,2,1,2,0,2,0,0,3,1,165,5,999,0,1,1.399261474609375,93.91700744628906,-42.70539474487305,4.96235990524292,5227.94384765625,0
45,1,1,1,1,2,0,1,6,0,329,2,999,0,1,1.0951850414276123,93.9936294555664,-36.41013717651367,4.854620456695557,5190.9521484375,0
35,2,1,2,0,0,0,0,3,3,290,2,999,0,1,1.4,93.91715240478516,-42.70307922363281,4.963608264923096,5227.9189453125,0
44,1,1,3,0,2,0,0,0,0,920,2,999,1,0,-1.7994639873504639,93.07649993896484,-47.093528747558594,1.404569149017334,5099.341796875,0
36,3,1,0,0,2,2,0,3,1,121,6,999,0,1,1.3982688188552856,93.91770935058594,-42.69028854370117,4.961628437042236,5227.98291015625,0
50,9,0,2,0,0,2,1,6,2,48,5,999,0,1,1.101936936378479,93.99415588378906,-36.392578125,4.851408958435059,5191.03271484375,0
