f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,label
4,16,2,35,1,5,3,2,3,29,3,1,2,2,1,0,0,1,0,0,1,0,0,0,0
1,13,4,121,1,3,4,2,3,64,1,1,2,2,2,0,0,1,0,0,1,0,0,1,1
4,4,2,14,2,3,3,4,1,30,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
2,4,2,114,1,3,4,3,1,30,3,2,2,2,1,0,0,1,0,1,1,0,0,1,1
4,19,2,43,1,4,3,2,1,35,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
4,4,2,32,1,5,4,4,1,34,3,1,1,1,1,1,0,1,1,0,1,0,0,0,1
3,4,4,31,1,4,3,2,1,75,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,4,4,31,1,5,2,4,3,60,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
4,4,2,18,3,3,2,3,1,34,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1
3,4,4,29,1,5,1,1,1,35,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0
4,20,2,22,4,4,3,3,2,72,1,2,1,2,1,0,0,1,0,0,1,0,0,1,1
2,27,3,159,3,4,3,4,3,36,3,1,1,1,1,0,0,1,0,1,1,0,1,0,0
2,20,1,17,1,4,2,2,2,36,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1,4,2,32,2,4,3,4,4,49,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1
1,6,4,101,1,5,2,4,1,75,2,1,1,1,1,0,0,1,0,1,0,0,0,1,1
4,10,2,28,1,3,3,2,3,48,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1,4,2,60,4,3,2,4,3,38,3,1,1,2,1,1,0,1,0,0,1,0,1,0,0
4,21,2,12,4,2,3,2,3,58,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1
1,20,4,28,1,3,3,4,2,58,3,2,2,1,1,0,0,1,0,0,1,1,0,1,0
4,4,3,51,3,1,3,1,4,72,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0
3,23,2,29,5,5,2,3,1,52,3,1,1,1,1,1,0,1,0,1,0,1,0,0,0
2,31,4,34,1,3,2,4,3,37,3,2,1,1,1,0,0,1,0,0,0,1,0,0,0
4,22,3,59,4,3,4,4,3,71,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,6,2,28,1,4,3,2,1,59,3,1,1,2,1,0,0,1,0,0,0,0,0,1,0
1,4,2,123,5,2,3,4,1,75,3,2,2,2,1,1,0,1,0,0,0,0,0,1,0
2,19,2,23,1,3,3,4,3,37,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1
3,22,3,27,1,3,3,3,1,36,3,1,1,1,1,1,0,1,0,0,0,0,0,1,0
1,42,2,32,5,1,3,4,3,50,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1,4,4,29,1,2,3,4,1,36,3,1,1,2,1,1,0,1,0,0,0,0,1,1,1
1,4,1,24,5,5,2,2,2,29,3,1,1,2,1,0,0,1,0,0,0,0,0,0,1
2,16,1,28,2,2,2,3,1,57,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0
2,16,4,59,1,2,3,4,3,38,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0
1,20,3,98,5,3,3,2,4,50,3,2,1,1,1,1,1,1,0,0,0,0,0,1,0
1,14,4,43,1,1,2,1,2,51,3,1,1,1,2,1,0,1,0,1,0,0,1,1,0
4,5,2,147,1,5,4,4,1,38,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,13,4,114,5,2,3,2,3,30,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0
2,12,1,18,5,4,4,1,1,45,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1
4,9,4,22,1,1,2,4,1,75,3,1,1,1,1,1,0,1,0,1,1,0,1,0,0
4,20,1,13,1,3,4,1,2,54,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1
1,4,4,22,1,2,3,2,1,32,1,2,2,1,1,1,0,1,0,1,0,0,1,1,0
2,19,2,29,2,3,3,4,2,28,3,1,1,1,1,0,1,1,0,0,1,1,0,1,0
2,4,1,75,1,2,3,1,1,75,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1
4,10,3,87,1,2,1,2,4,31,3,2,1,1,1,0,0,1,0,1,1,0,0,0,0
1,4,2,93,3,5,3,2,3,33,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0
1,21,2,27,5,5,2,4,2,75,3,1,1,1,1,1,1,0,0,0,1,0,0,1,1
2,22,4,111,1,5,3,4,3,39,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,21,0,28,1,2,1,2,4,36,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
1,7,2,43,5,5,2,3,4,36,3,2,1,1,1,0,0,1,0,0,0,0,0,1,0
4,4,2,87,1,2,3,4,3,49,2,1,1,1,1,0,0,1,1,0,1,0,1,1,0
4,10,3,37,5,4,1,4,4,22,3,2,1,1,2,0,0,1,0,0,0,0,0,1,1
4,4,4,127,1,1,3,3,1,37,3,1,1,1,1,0,0,1,1,0,0,0,0,1,0
1,30,2,27,1,5,3,4,1,30,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1
4,13,4,62,1,3,3,4,3,46,1,1,1,2,1,1,0,1,0,0,1,0,0,1,0
4,21,4,32,3,4,3,2,2,38,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0
2,25,2,52,2,2,3,4,2,67,3,1,1,1,1,0,0,1,1,0,1,0,0,1,1
2,5,4,112,1,2,4,4,2,29,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0
4,4,2,37,5,2,2,2,3,47,3,1,1,1,1,0,0,1,0,1,1,0,0,0,0
3,23,2,59,3,3,2,4,1,38,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1
3,28,2,16,1,5,4,4,1,32,3,3,1,1,1,0,0,1,1,0,1,0,0,1,1
4,18,2,33,1,3,2,4,1,63,3,2,1,2,1,0,0,1,0,0,1,0,1,1,0
4,22,3,59,1,5,3,2,2,37,3,1,1,1,1,0,0,1,0,1,1,0,1,1,0
1,12,4,159,5,3,4,3,4,34,3,3,1,1,1,0,1,1,0,0,1,1,0,1,0
1,13,2,23,1,3,2,4,1,46,3,2,2,1,1,0,0,0,0,0,1,0,1,0,1
1,21,2,92,5,5,3,1,1,36,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1
2,4,2,49,1,4,3,1,3,36,3,2,1,1,2,0,0,1,0,0,1,0,1,1,0
1,5,1,25,2,2,4,2,3,34,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0
1,18,4,31,1,3,4,3,3,42,1,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,4,2,24,5,5,2,4,3,63,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0
2,4,2,159,1,5,1,4,1,37,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1,13,2,60,5,2,3,4,2,35,3,2,1,1,1,0,0,1,0,0,0,0,1,0,1
2,20,4,33,1,2,3,4,2,64,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0
2,10,1,159,5,2,3,2,1,31,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0
1,4,1,29,3,5,4,3,1,75,3,3,1,1,1,1,0,1,0,0,0,0,1,1,0
4,4,1,25,1,2,3,3,3,34,3,1,2,1,1,1,0,1,0,0,1,0,1,1,1
3,21,2,28,1,4,4,4,1,75,3,1,1,2,1,1,0,1,0,0,1,0,0,1,0
2,4,2,159,2,5,2,3,3,50,2,1,1,2,1,0,0,1,0,1,1,0,0,0,0
1,9,2,31,5,3,3,2,1,38,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1
1,4,2,27,1,5,3,4,2,36,3,2,2,2,1,0,0,1,0,0,1,0,0,1,0
1,4,2,27,1,3,3,2,2,38,3,1,1,2,1,1,0,1,0,0,0,0,0,1,1
1,10,4,31,1,4,2,3,3,61,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1
1,21,2,34,5,3,4,2,2,48,2,2,2,1,1,0,0,1,0,0,1,0,0,0,0
4,4,2,33,1,3,2,3,3,31,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
2,11,4,86,1,4,3,4,4,59,2,1,1,2,1,0,0,0,0,0,1,0,0,1,0
1,6,2,23,1,4,1,1,2,45,3,1,1,2,1,0,0,1,0,0,0,1,0,0,0
4,22,2,108,1,3,3,3,1,45,3,1,2,1,1,0,0,1,0,0,1,0,0,1,0
3,6,0,34,1,5,3,4,3,57,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,4,0,54,1,4,3,3,1,75,3,2,1,1,1,0,1,1,0,0,1,0,0,1,0
1,20,2,95,5,3,2,1,1,46,3,1,1,1,1,0,1,1,0,1,1,0,0,1,1
4,13,2,122,2,4,3,2,3,60,3,2,2,1,1,0,0,1,0,1,1,0,1,0,0
4,29,4,29,1,3,3,2,2,29,3,1,1,1,1,1,1,1,0,0,1,0,1,1,0
2,27,3,106,2,3,3,2,1,38,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
4,4,2,55,1,3,4,4,3,61,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1
4,8,4,54,1,2,2,4,1,75,1,2,1,1,1,0,1,0,0,1,1,0,0,1,0
1,4,2,30,1,4,4,3,1,32,3,1,1,1,1,0,0,1,0,0,1,0,1,1,1
4,7,2,61,1,3,3,2,1,38,3,1,1,2,1,0,0,1,1,1,1,0,0,0,0
2,4,4,32,5,3,3,4,4,30,2,1,1,2,1,1,0,0,0,0,1,0,1,1,0
4,21,2,31,1,3,2,2,1,70,3,3,1,1,1,1,0,1,0,0,1,0,0,1,0
1,20,2,54,1,3,3,4,3,75,1,1,2,1,1,0,0,1,0,1,1,0,0,1,1
3,24,4,34,2,4,3,2,2,36,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3,6,4,27,1,3,3,4,1,41,3,2,1,1,1,0,0,1,0,0,0,0,1,0,0
3,9,2,91,1,5,4,2,3,32,2,1,1,2,1,0,0,1,0,0,1,0,0,0,0
2,6,0,44,5,2,2,4,3,30,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0
4,9,2,125,5,3,2,2,3,41,3,1,1,1,2,0,0,1,0,0,1,0,0,1,1
1,19,2,31,1,4,2,4,4,43,3,2,1,2,1,1,0,1,0,0,1,0,0,0,1
2,4,2,31,2,3,4,4,3,54,3,2,1,1,1,1,0,1,0,0,1,0,1,0,1
4,24,1,24,1,5,4,2,3,75,1,2,1,1,1,0,0,1,0,0,0,0,0,1,1
2,4,0,58,2,2,1,4,3,27,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1
4,4,4,77,1,4,4,4,3,35,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
4,21,2,33,5,2,3,4,3,37,3,1,1,1,1,0,1,1,0,0,1,0,0,0,0
1,20,4,88,1,4,2,3,4,38,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1
1,8,2,111,5,4,3,4,1,75,3,1,2,2,1,1,0,1,0,0,0,0,0,0,0
1,14,4,26,4,3,4,4,1,50,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,9,2,43,2,3,3,2,1,37,3,3,1,2,2,0,0,1,0,0,0,0,0,0,0
2,20,2,26,2,4,4,4,1,51,3,4,1,1,1,1,1,1,0,1,1,0,0,1,0
4,4,2,54,4,3,3,4,3,37,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
1,4,2,76,1,2,2,4,2,29,3,1,2,1,2,0,0,0,0,0,1,0,0,1,0
4,18,4,25,1,3,4,2,2,35,3,1,1,1,1,0,0,1,0,0,0,0,1,1,1
1,5,2,26,1,3,3,3,1,35,3,1,2,1,1,0,0,1,0,0,1,0,0,1,1
1,15,4,27,1,5,3,2,3,31,1,2,1,2,1,0,0,1,0,0,1,0,0,1,1
2,9,2,23,1,1,3,4,1,75,3,2,1,1,1,1,1,1,0,0,1,0,0,1,0
4,24,2,25,5,4,3,2,3,62,3,2,1,1,2,1,0,1,0,0,1,0,0,1,0
2,4,2,112,1,1,2,4,3,60,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0
2,4,2,159,1,5,4,4,1,49,2,1,1,1,1,1,0,1,0,0,1,0,1,1,0
1,25,2,27,1,5,4,4,4,37,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,12,4,29,1,3,2,2,3,39,2,1,1,2,1,0,1,0,0,0,1,0,0,1,0
3,22,2,104,1,3,3,3,1,32,3,1,2,1,2,0,0,1,0,0,1,0,0,1,1
4,4,4,59,2,3,4,3,1,37,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
1,19,4,25,1,3,3,2,3,21,3,1,1,2,1,1,0,1,0,0,0,0,1,0,0
2,20,2,31,3,4,4,4,1,69,3,3,1,1,1,0,0,1,0,0,1,0,0,1,1
1,24,4,17,1,3,3,2,1,34,3,1,1,2,1,0,0,1,0,1,1,0,0,1,1
3,13,4,36,1,5,4,3,3,36,3,1,1,1,1,0,0,1,1,0,0,0,0,1,1
2,12,1,50,1,2,3,4,1,30,3,3,1,1,1,0,0,1,0,0,1,0,1,0,1
1,19,2,27,2,3,3,2,1,75,3,1,2,1,1,0,0,0,0,0,1,0,0,0,1
2,17,1,104,1,3,3,2,3,54,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1
2,4,2,57,3,3,2,2,1,36,1,1,2,1,1,1,0,1,1,0,1,0,0,0,0
1,31,4,140,1,3,4,2,2,31,3,1,1,1,1,1,0,1,0,1,1,0,0,1,1
2,8,0,104,3,3,3,2,2,37,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,2,159,1,3,2,4,3,69,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,4,2,31,1,3,3,1,1,55,1,2,1,1,1,0,0,1,0,0,1,0,0,1,0
2,4,2,20,1,4,4,4,1,41,3,1,1,1,1,0,0,1,0,1,1,0,0,1,1
2,7,3,134,1,3,2,4,4,47,1,2,1,1,1,1,0,1,0,1,1,0,0,0,0
4,4,2,31,1,5,3,1,1,44,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
1,4,4,19,1,5,3,2,2,43,1,2,1,2,1,0,0,1,0,0,1,0,0,0,0
1,22,2,20,1,4,2,4,4,37,3,1,2,1,1,0,0,1,0,1,0,0,0,1,0
4,20,2,58,1,4,2,3,1,75,3,2,1,1,1,0,1,1,0,0,0,0,1,1,1
1,4,3,26,1,3,3,2,1,60,3,1,1,1,1,0,0,1,0,1,1,0,1,1,0
2,24,2,33,1,5,3,2,1,49,3,1,1,1,1,0,0,1,1,0,1,1,1,1,0
1,4,4,32,1,1,3,3,1,28,3,3,2,1,1,0,0,1,0,1,0,0,0,0,0
4,4,4,33,1,3,2,4,1,75,3,1,2,1,1,0,0,1,0,0,1,0,0,1,1
1,22,1,27,1,5,3,4,4,42,3,1,1,1,1,1,0,1,0,0,0,0,1,1,0
1,4,4,59,1,3,2,3,1,32,1,1,1,2,1,0,0,1,0,1,1,0,0,1,0
1,4,2,30,1,2,2,4,3,35,3,2,1,1,1,1,0,1,0,0,1,0,1,1,0
1,19,2,28,1,1,3,4,2,32,3,1,2,1,1,0,0,1,0,0,0,0,0,1,1
3,19,4,28,3,3,3,3,1,59,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
1,4,2,28,5,5,3,2,1,75,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0
2,8,4,56,1,3,3,1,3,36,3,1,1,1,2,0,0,1,0,1,0,0,0,1,1
1,4,2,34,3,5,3,4,3,41,3,2,2,1,1,0,0,1,0,1,1,0,0,0,0
2,4,4,30,1,3,2,2,2,37,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
3,4,2,57,1,2,1,4,3,75,1,1,1,2,1,1,0,1,0,1,1,0,0,0,0
1,9,2,57,2,3,1,4,2,37,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1
1,7,2,32,2,4,3,2,3,75,3,2,1,1,1,1,0,0,0,1,1,0,0,1,0
2,12,2,131,1,1,4,4,2,44,3,1,1,2,1,0,0,1,1,0,1,0,0,0,0
2,21,2,63,1,5,2,4,4,62,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1
1,4,2,24,2,4,3,1,2,75,1,2,2,2,1,0,0,1,1,0,0,0,0,1,0
3,4,2,159,5,2,2,2,4,35,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,11,2,14,1,5,3,3,4,75,3,4,1,1,1,0,0,1,1,0,1,0,1,1,1
1,4,2,96,1,4,3,2,1,45,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1,21,4,42,3,3,1,3,4,37,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,5,2,25,5,5,3,4,3,31,1,2,1,1,1,0,0,1,0,0,1,0,1,1,1
1,21,2,9,1,4,2,4,2,31,3,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1,30,2,33,1,2,3,3,4,33,3,1,2,2,1,0,0,1,0,0,1,0,1,1,0
2,50,2,33,1,3,3,4,1,36,1,2,2,2,2,1,0,1,0,1,1,0,0,1,0
1,10,1,29,1,3,4,3,2,67,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1
3,22,2,33,1,3,2,2,1,32,3,1,1,1,2,0,0,1,0,0,0,0,0,1,0
1,21,1,21,3,5,3,2,2,66,3,2,1,2,1,0,0,1,0,0,0,0,1,1,1
4,7,1,119,1,3,3,2,3,59,3,1,1,1,1,1,0,1,0,0,1,0,1,1,1
4,4,1,30,1,4,4,4,4,30,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,4,4,116,1,4,3,1,2,31,2,1,1,1,1,1,0,0,0,1,1,0,0,1,0
2,22,0,96,1,3,3,1,3,25,3,1,1,1,1,1,0,1,1,0,0,0,0,0,0
4,27,2,28,2,3,3,4,1,36,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1
3,4,2,28,1,3,3,3,3,36,3,1,1,2,1,0,0,1,0,1,0,0,0,0,1
2,4,2,78,2,1,3,4,4,37,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0
2,9,2,62,3,3,3,2,1,75,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
4,4,2,30,1,3,3,2,3,43,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,4,2,54,4,5,1,3,1,34,3,4,1,1,1,0,1,1,0,0,1,0,0,1,0
2,4,2,121,1,5,4,2,2,37,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
2,17,3,24,1,4,3,4,1,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,20,2,30,1,2,2,4,3,36,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,4,109,1,3,3,2,3,34,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0
1,4,2,19,3,5,3,4,3,33,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
2,4,4,52,4,3,3,4,4,35,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,23,2,53,2,1,3,2,3,59,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1
1,25,2,53,3,3,1,1,1,36,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1,22,2,28,1,5,4,2,2,37,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1
1,22,4,79,1,3,3,3,3,75,3,2,1,2,1,0,0,1,0,0,0,0,0,1,1
1,26,4,156,5,4,3,2,3,32,3,2,1,1,1,0,1,1,0,1,1,0,0,0,0
4,22,2,31,1,2,3,1,1,30,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1
1,6,2,21,1,3,3,3,2,32,3,2,1,1,2,0,0,0,0,0,1,0,0,1,0
2,37,2,55,1,5,1,4,3,37,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1
1,35,4,38,2,5,2,2,3,35,3,1,1,1,2,0,0,1,0,1,0,0,0,1,0
4,19,2,126,1,2,3,4,3,33,3,2,1,1,1,0,0,1,0,1,1,0,1,1,0
4,24,4,23,1,4,2,4,2,32,1,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,4,2,30,1,3,4,1,1,37,3,2,1,1,1,0,0,1,0,0,1,0,1,1,0
1,19,2,31,4,4,2,2,3,34,3,1,1,2,1,0,0,1,0,0,0,0,0,1,0
2,4,4,25,1,5,3,4,1,34,3,1,2,1,1,0,0,1,0,0,1,0,1,1,0
1,4,4,61,1,3,4,3,3,34,2,1,1,1,1,1,0,1,0,0,1,0,1,1,0
4,6,4,29,4,3,3,1,1,34,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1
2,4,2,23,1,2,2,2,3,32,2,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,4,2,60,1,5,4,4,4,34,3,2,1,1,1,1,0,1,0,0,1,0,0,0,0
2,22,2,15,1,2,2,4,3,36,3,1,1,1,1,0,0,1,0,1,1,0,0,0,1
1,26,2,20,4,5,2,3,4,35,3,1,2,1,2,1,0,1,0,1,0,1,0,0,0
1,4,2,28,1,4,3,3,2,75,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0
1,7,2,26,1,3,2,3,3,54,3,1,1,1,2,0,0,1,0,0,1,0,0,0,1
2,6,1,82,1,5,4,3,1,70,3,1,2,1,1,0,0,1,0,0,1,0,0,1,1
1,7,4,83,1,3,4,2,2,38,3,1,1,1,1,1,0,0,1,0,0,0,0,1,1
1,4,4,101,1,3,2,4,3,36,2,1,1,1,1,0,1,1,0,1,1,0,0,0,0
2,27,2,55,1,5,2,2,3,45,3,1,2,1,1,0,0,0,0,1,0,0,1,1,0
4,4,2,135,1,3,3,1,1,35,3,2,1,2,1,1,0,1,0,1,0,0,1,1,1
4,4,4,81,2,4,2,1,2,56,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0
2,22,3,159,1,4,3,4,1,35,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1
1,4,2,105,1,2,3,2,4,47,3,1,1,1,1,0,0,1,0,1,1,0,1,1,1
1,4,2,26,4,3,4,2,3,74,3,1,1,2,1,1,0,1,0,0,0,0,0,1,1
3,9,4,119,1,5,3,2,1,48,3,3,1,1,1,0,1,1,0,0,1,0,0,0,0
4,24,4,104,5,3,2,4,1,43,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,4,2,59,1,4,2,2,1,64,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,4,2,40,1,3,3,4,4,38,3,2,1,1,1,0,0,1,0,0,0,0,1,1,0
4,34,1,139,5,4,2,4,3,36,1,1,2,1,1,0,0,1,0,0,1,0,0,1,0
1,6,2,159,1,2,2,1,1,37,1,1,2,1,1,0,0,1,0,1,0,0,0,0,0
4,4,2,156,1,4,3,4,1,27,3,1,1,1,1,1,0,0,0,0,0,0,0,1,0
4,10,4,18,1,5,2,1,3,60,3,2,1,1,1,0,0,1,0,0,0,0,0,1,0
2,4,4,74,1,4,3,1,3,66,3,1,1,2,1,0,1,0,1,0,0,0,0,1,1
4,4,4,33,5,3,3,2,1,75,1,3,1,1,1,0,0,1,0,1,1,0,0,1,1
1,30,2,21,1,3,2,4,1,35,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
1,19,2,34,5,3,2,4,3,41,3,2,1,1,1,0,0,0,0,0,1,0,0,1,0
1,23,3,118,1,4,3,4,1,75,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1,60,2,13,2,2,3,4,3,34,3,1,2,1,1,1,0,1,1,0,0,0,0,1,0
2,31,2,32,1,3,4,2,3,38,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,4,4,150,5,3,4,1,1,37,1,2,1,1,1,1,0,0,0,1,0,0,1,0,0
1,21,2,56,1,4,3,2,3,75,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0
2,4,2,31,2,5,2,4,1,37,3,1,1,1,1,1,0,1,0,0,1,0,1,0,0
4,19,0,92,1,4,2,2,1,75,3,2,1,1,1,0,0,1,0,1,0,0,1,1,0
2,19,2,64,5,3,3,4,2,55,3,2,1,2,1,0,0,1,0,1,1,0,0,1,1
2,24,3,28,1,4,4,4,3,36,2,1,1,1,1,0,0,1,0,1,1,0,0,1,0
1,4,4,115,1,3,3,4,3,61,1,1,1,2,1,0,1,1,0,1,0,0,0,1,0
3,4,2,27,1,2,2,3,3,30,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0
1,4,2,29,1,5,2,2,3,37,3,1,2,1,1,1,0,1,0,0,1,0,0,1,0
1,26,2,25,5,5,2,3,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,11,4,89,3,2,2,3,3,39,3,1,1,1,1,0,0,1,0,0,1,0,1,1,1
4,5,1,29,2,5,2,4,1,37,3,2,2,2,2,0,0,0,1,1,1,0,0,0,0
1,21,3,26,5,3,2,4,4,57,2,1,1,1,1,0,0,1,0,1,1,0,0,0,1
1,4,4,14,2,3,2,4,3,31,3,1,1,1,1,0,0,1,0,1,1,0,1,1,1
2,20,2,21,1,2,2,2,1,68,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1
2,20,4,30,1,3,1,2,1,35,3,4,1,2,2,0,0,1,0,0,1,0,0,1,0
1,4,4,28,1,2,4,2,4,75,3,1,1,2,1,1,0,1,0,0,1,0,0,1,0
4,20,2,33,1,5,2,4,3,47,3,1,1,1,1,1,0,1,0,0,0,0,0,1,0
3,21,2,77,1,3,2,4,3,46,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0
2,11,2,10,1,4,3,2,3,32,3,2,1,1,1,1,0,1,0,1,0,0,0,1,1
4,4,0,103,2,5,3,4,4,35,3,1,2,2,1,0,0,1,0,0,0,0,1,1,1
2,4,4,51,1,1,4,4,3,27,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
2,20,2,35,1,3,1,4,2,37,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0
1,4,4,33,3,3,2,1,3,42,3,1,2,2,1,0,0,1,0,0,0,0,0,1,0
4,19,4,24,5,3,3,3,1,37,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1
2,21,2,96,2,4,4,4,1,66,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
3,22,2,103,1,4,1,4,1,35,3,1,1,1,2,1,0,1,0,0,0,0,0,1,1
1,24,4,84,1,2,3,4,3,35,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1
1,19,4,159,1,5,2,2,1,75,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0
4,9,2,15,1,3,3,3,1,48,2,2,2,1,1,1,0,1,0,0,1,0,0,1,0
2,26,2,28,1,5,2,1,3,36,3,1,2,1,1,0,0,1,0,1,1,0,0,0,0
2,4,2,101,1,5,2,4,3,36,3,3,2,1,1,0,0,0,0,0,1,0,0,1,0
1,4,2,11,1,4,2,4,2,30,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,4,26,1,4,2,4,3,33,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1
1,30,2,31,5,5,4,2,1,48,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,40,2,26,1,3,3,4,1,74,3,2,1,1,1,1,0,1,0,0,1,0,0,0,0
1,6,2,22,1,3,3,3,1,68,3,1,1,1,1,1,0,0,0,0,1,0,0,1,0
2,4,1,26,3,3,1,4,3,26,3,1,1,1,1,0,0,1,1,1,0,0,0,1,1
3,18,4,27,1,4,1,1,3,34,3,3,1,1,1,0,0,1,0,0,1,0,1,1,0
1,4,3,30,1,5,3,4,3,37,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1,13,2,29,1,2,3,4,2,42,3,1,1,1,1,1,0,0,0,1,1,0,0,1,0
