f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,label
4,21,2,20,1,2,3,1,1,30,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,30,3,15,1,3,3,2,2,26,3,2,2,2,1,0,0,0,0,1,0,0,0,1,0
1,6,2,7,1,5,3,4,2,42,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1
2,39,1,69,2,4,3,2,4,34,3,1,2,2,1,0,0,1,0,0,1,0,0,0,0
3,40,3,60,5,4,4,3,1,22,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,14,2,31,3,4,3,2,1,33,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,6,2,11,4,4,4,3,2,31,3,1,1,1,1,1,1,1,0,1,0,0,1,0,0
2,6,2,14,1,5,1,4,2,42,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
3,11,2,4,2,3,2,3,2,45,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
1,22,2,42,1,2,2,2,1,28,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1,30,4,43,5,5,4,1,2,58,3,2,2,2,1,0,0,1,0,0,1,0,0,1,1
1,20,2,10,2,4,3,3,3,28,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,3,14,2,3,2,4,3,21,3,2,1,2,1,0,0,1,0,1,0,0,0,1,1
1,27,2,63,1,4,3,3,2,46,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0
4,27,2,26,1,5,3,3,2,34,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,27,2,4,1,5,2,2,3,41,3,1,1,1,2,0,1,1,0,0,1,0,0,1,0
3,24,4,35,1,4,3,1,3,20,1,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,19,0,27,1,3,2,1,3,31,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,23,2,43,1,3,1,3,2,29,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0
2,12,0,15,1,3,4,3,2,25,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0
4,34,3,50,1,3,2,3,2,26,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,30,2,27,2,3,4,3,2,21,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
2,8,4,18,1,4,3,1,2,30,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
2,45,2,34,2,2,1,3,1,20,3,1,2,2,1,0,0,0,0,0,1,0,0,0,0
3,26,3,87,4,3,3,4,4,36,3,2,1,2,1,1,0,1,0,0,0,0,0,0,0
3,40,4,47,5,3,2,3,2,26,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,44,2,85,1,3,4,1,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,29,4,50,1,3,4,3,2,30,3,2,1,1,1,0,0,1,0,0,0,0,1,0,0
2,8,3,58,3,4,4,2,1,35,3,2,1,1,1,1,0,1,0,0,0,0,0,1,0
1,23,3,38,1,3,3,4,2,32,3,2,1,2,1,0,0,1,0,1,0,0,0,1,0
3,32,2,49,1,5,3,3,3,36,3,1,1,2,1,0,0,0,1,0,1,0,0,1,1
2,35,0,51,5,4,2,1,1,38,3,2,2,2,1,0,0,1,0,0,1,0,1,0,0
2,8,1,9,1,1,2,1,2,25,3,1,1,1,2,0,0,1,0,0,1,0,0,1,0
4,13,2,14,2,2,4,3,2,31,3,1,2,1,1,0,0,1,0,0,1,0,1,0,0
1,38,3,65,3,4,3,2,3,33,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
3,31,3,41,1,3,1,2,2,28,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,21,1,21,1,4,3,2,2,43,3,1,1,2,1,0,0,1,0,0,1,0,1,0,1
1,31,3,52,4,3,1,3,2,34,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0
3,22,2,23,4,5,2,4,1,41,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,15,2,40,2,4,4,4,1,30,3,1,2,2,1,0,0,1,0,1,0,0,0,1,0
4,11,3,25,2,1,2,3,2,33,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1
2,25,2,8,1,4,3,3,2,39,3,1,1,1,1,0,0,0,1,0,1,0,1,0,1
4,30,4,55,2,5,2,4,2,45,3,2,2,1,1,0,0,1,0,0,1,0,0,1,1
1,17,0,26,4,3,3,3,3,30,3,2,1,2,1,1,1,1,0,0,1,0,0,1,0
2,18,2,14,2,4,3,4,3,22,1,1,1,2,1,0,0,1,0,1,0,0,0,1,0
2,47,2,31,1,1,2,1,2,30,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1
3,32,2,41,5,4,3,2,2,29,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1
1,6,4,13,1,4,3,4,3,27,3,2,1,1,1,0,0,1,0,1,0,0,0,1,0
4,6,4,23,1,2,3,3,2,29,3,2,1,2,1,0,0,1,0,1,0,0,0,0,0
1,33,2,49,1,4,4,3,2,24,3,1,2,1,1,0,0,1,0,0,1,0,0,1,1
1,10,2,25,3,2,4,3,3,33,3,2,1,2,1,0,0,1,0,1,0,0,0,1,0
2,25,2,25,1,2,2,4,2,25,3,1,1,1,1,0,0,0,0,0,1,0,0,1,0
2,14,4,42,2,3,3,1,2,23,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
1,26,2,51,1,2,3,2,1,20,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1
4,10,4,4,2,4,4,4,2,24,3,2,1,1,1,0,0,1,0,1,0,0,0,1,0
1,34,1,51,1,1,3,2,2,39,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,28,1,35,1,1,2,3,2,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,7,3,8,1,5,3,4,1,44,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
3,22,4,23,1,4,3,3,1,29,3,2,1,1,1,0,0,1,0,1,0,0,1,0,0
4,29,4,32,1,5,3,2,2,32,2,2,1,2,1,0,0,1,0,0,1,0,0,0,0
2,21,4,28,2,4,3,3,1,34,3,1,1,1,1,0,1,1,0,0,1,0,0,1,0
2,9,2,18,1,2,3,3,2,30,3,1,2,2,1,0,0,1,0,0,1,0,0,1,0
3,14,1,38,1,3,2,3,2,30,3,1,2,2,1,0,0,1,0,0,1,0,0,0,0
4,17,4,12,1,4,3,4,3,29,3,2,2,1,1,0,0,1,0,1,0,0,1,0,1
2,9,3,19,1,5,3,4,2,43,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
4,14,4,35,2,4,3,4,2,34,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1
4,18,2,64,5,2,3,3,2,30,3,1,1,1,1,1,0,1,0,0,1,0,1,0,0
3,42,2,50,1,4,3,3,4,34,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,23,2,17,1,4,2,4,4,31,2,1,2,2,1,1,0,1,0,0,0,0,1,0,0
4,31,4,11,2,5,3,2,1,37,3,3,2,1,1,0,0,1,0,0,1,0,0,0,0
3,17,2,28,1,2,3,2,2,24,2,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,9,2,4,3,3,2,1,1,34,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,16,3,11,2,4,3,3,3,34,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0
4,35,2,75,1,3,2,2,3,38,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0
3,10,2,17,1,4,3,3,1,40,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
3,22,3,32,1,3,3,2,2,30,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0
4,21,1,21,2,3,4,4,4,29,3,1,2,1,1,1,0,1,0,1,0,0,0,1,0
4,29,4,44,2,3,2,3,3,42,1,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,6,4,10,5,3,3,4,2,43,3,2,1,1,1,0,1,0,0,0,1,0,0,1,0
4,28,3,29,3,4,2,3,1,30,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0
2,22,2,55,1,1,3,3,2,37,1,2,1,1,1,1,0,1,0,0,1,0,0,1,1
2,10,3,13,2,2,4,1,1,30,3,3,2,1,1,1,0,0,0,0,1,0,0,1,0
3,21,1,38,2,4,3,3,4,43,2,1,1,1,1,1,0,0,1,0,1,0,0,1,0
4,41,2,77,1,4,2,4,4,37,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0
4,17,2,17,4,5,3,3,1,35,2,1,2,1,1,0,0,1,0,1,0,0,0,1,0
3,12,4,33,1,2,2,1,2,29,3,2,1,2,1,1,1,0,1,0,1,0,0,1,0
1,22,4,33,1,3,3,2,1,34,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1
2,22,3,34,1,4,3,1,3,31,3,2,1,2,1,1,0,1,0,0,1,0,0,0,1
2,10,3,17,1,4,2,4,1,26,3,2,1,1,1,0,0,1,0,1,0,0,1,0,1
1,13,3,20,2,3,2,1,1,25,3,2,1,1,1,0,0,1,0,1,0,0,0,1,0
2,16,2,35,4,2,3,1,1,34,3,1,1,2,1,1,0,0,1,0,1,0,0,1,1
4,28,2,21,3,5,3,4,1,30,3,1,2,2,1,0,1,1,0,1,0,0,0,0,0
3,23,2,22,1,1,3,3,3,40,3,1,2,1,1,0,0,1,0,0,1,1,0,0,0
1,12,3,8,1,1,2,2,2,38,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
1,25,2,46,2,5,3,2,3,32,2,1,1,2,1,0,0,0,0,0,1,0,0,1,0
2,31,1,63,2,1,2,4,1,45,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,11,2,17,1,5,3,4,1,36,3,1,2,1,1,0,0,1,0,0,1,0,0,1,1
2,10,4,29,1,4,3,4,1,38,3,2,2,2,1,0,0,1,0,0,1,0,0,1,0
4,27,3,68,2,4,3,3,3,28,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0
3,15,1,37,5,3,4,2,2,20,3,1,1,2,1,1,0,1,0,0,1,0,0,1,0
3,9,4,59,1,3,3,3,2,32,1,2,1,1,1,0,0,1,0,0,1,0,1,0,0
2,43,2,51,1,1,2,2,2,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,12,4,14,4,3,3,2,3,27,3,2,1,2,2,0,1,1,0,0,1,0,0,1,1
2,30,2,45,5,5,3,2,4,29,1,2,1,1,1,1,0,1,0,0,1,0,0,1,0
2,25,3,33,1,3,2,4,4,41,3,2,1,2,1,0,0,1,0,0,0,0,0,1,0
3,31,3,71,4,5,2,3,3,49,3,2,1,2,1,0,1,1,0,0,1,0,0,1,0
1,21,4,8,3,3,3,2,1,27,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1
2,30,2,59,2,4,1,4,2,45,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,26,2,47,1,5,3,3,2,52,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
2,34,4,38,5,3,3,3,2,33,3,2,2,1,1,1,0,1,0,0,1,0,0,1,1
1,20,1,20,1,2,3,4,4,52,3,1,1,1,1,0,1,1,0,0,0,1,1,0,1
1,38,2,49,1,4,3,3,3,25,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,22,3,4,2,1,2,2,1,31,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,6,2,4,5,3,3,1,1,28,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
3,23,2,15,1,4,3,2,4,34,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
3,24,0,32,1,3,4,2,2,25,2,2,2,2,1,0,0,1,0,0,1,0,1,0,1
1,24,2,54,4,1,3,3,2,32,3,1,1,2,1,1,1,1,0,0,1,0,0,1,1
1,26,1,31,1,3,1,2,3,41,2,1,1,2,2,0,0,1,0,0,1,0,0,1,1
1,6,2,20,1,4,1,4,3,47,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
3,12,4,22,5,2,2,2,2,30,3,2,1,2,1,0,0,1,0,1,1,0,0,0,1
3,25,3,61,2,4,3,4,2,37,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,27,4,16,1,5,2,4,2,42,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,28,3,21,1,2,2,1,2,32,3,2,1,2,1,0,0,0,1,0,1,0,0,1,1
1,15,3,21,5,4,2,4,1,20,3,3,1,1,1,0,0,1,0,1,0,0,0,1,0
4,18,2,11,1,4,2,4,2,26,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
4,6,2,4,1,3,2,2,1,44,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
4,23,1,51,4,4,3,4,2,35,2,1,2,2,1,0,1,1,0,1,0,0,0,1,0
1,32,2,49,1,4,3,3,3,35,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1
3,22,2,16,1,4,3,4,3,28,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1
2,6,3,8,2,4,3,4,4,40,3,2,1,2,1,0,0,1,0,0,0,0,0,1,0
4,16,4,52,2,4,3,4,2,37,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,12,2,19,2,3,4,3,1,31,1,1,2,2,2,0,0,1,0,1,0,0,0,1,0
3,27,4,21,1,5,3,3,2,42,1,2,2,1,1,0,0,1,0,0,1,0,1,0,1
2,14,3,14,1,3,3,3,3,42,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,36,0,58,5,3,2,3,2,37,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
4,35,3,55,2,1,3,2,3,27,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
4,11,4,31,5,5,4,4,1,43,3,2,1,2,1,0,0,1,0,0,1,0,1,0,0
4,19,3,56,1,4,2,4,2,24,1,2,1,2,1,0,0,1,0,1,0,0,0,1,0
3,24,2,30,5,4,2,2,3,31,3,1,2,2,1,0,0,1,0,0,1,0,0,1,0
3,35,2,83,2,3,2,3,2,25,3,2,1,1,1,1,0,1,0,0,1,0,1,0,1
4,23,0,57,5,2,2,3,1,24,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
3,13,4,12,1,5,2,4,1,41,3,2,1,1,1,0,0,1,0,1,0,0,0,1,0
2,27,3,55,1,5,3,4,2,45,3,2,1,2,1,0,0,1,0,0,1,0,1,0,1
4,6,2,4,1,3,1,1,3,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,6,2,14,2,3,2,2,2,30,3,1,2,1,1,0,0,1,0,0,1,0,0,1,0
2,39,4,77,5,3,4,4,4,30,3,2,1,2,1,0,0,1,0,1,0,0,0,0,0
1,46,2,23,4,3,3,2,3,62,3,1,2,1,1,0,0,1,0,0,1,0,0,1,0
2,28,3,25,4,5,3,2,3,31,3,2,2,1,1,0,0,1,0,0,1,0,0,1,0
4,25,4,42,2,3,2,3,3,28,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,26,4,50,5,5,3,2,4,31,3,2,1,2,1,0,0,1,0,1,0,0,0,1,0
2,20,2,28,5,3,3,4,4,36,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1
4,29,2,40,2,2,2,2,1,25,1,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,17,2,23,2,4,3,3,2,32,2,1,1,2,1,0,0,1,0,1,0,0,0,1,0
1,13,4,11,1,2,1,1,2,30,3,2,1,2,1,0,0,1,0,0,1,0,1,0,0
1,9,3,63,1,4,3,4,3,31,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1
2,25,3,46,3,4,3,1,3,38,3,2,1,1,1,0,0,1,0,1,0,0,0,1,0
4,8,4,14,2,5,4,4,1,29,3,2,1,2,1,0,0,1,0,1,0,0,0,1,0
4,33,1,43,2,4,4,1,3,30,1,1,2,2,1,0,0,1,0,0,1,0,0,1,0
2,17,3,21,1,3,1,1,3,37,3,2,2,1,1,0,1,1,0,0,1,0,0,1,0
2,19,3,47,3,4,3,3,2,37,3,3,1,1,1,0,0,1,0,0,1,0,0,1,0
2,18,1,4,5,5,3,3,3,57,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1
4,16,4,14,2,4,4,3,2,35,3,2,2,2,1,0,0,1,0,0,1,0,1,1,1
3,25,2,24,1,3,4,3,1,25,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,9,3,11,1,1,1,3,2,40,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
2,39,3,58,5,5,3,4,2,35,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
2,25,3,45,3,3,2,3,1,45,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1
1,34,3,25,1,2,3,3,3,31,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
3,7,2,15,3,5,3,4,3,39,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1
3,33,2,88,5,3,3,3,3,32,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0
2,19,2,32,2,3,3,3,2,26,3,1,2,1,1,0,0,1,0,0,0,0,0,1,0
4,19,3,12,5,2,1,3,2,55,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
4,6,2,7,2,2,3,2,2,31,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
3,11,3,67,1,3,3,3,1,29,3,2,1,2,1,0,0,0,0,1,0,0,0,0,1
1,9,2,5,1,4,2,4,2,20,3,1,1,2,1,0,1,0,0,0,1,0,0,1,0
4,29,3,22,1,3,2,3,1,34,3,2,1,1,1,1,0,1,0,0,0,0,1,0,0
4,43,3,75,2,2,3,4,3,32,3,2,2,2,1,1,0,1,0,1,0,0,0,1,0
2,20,1,37,1,1,3,2,2,51,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,11,3,27,1,3,3,3,2,39,2,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,8,4,21,4,5,2,3,2,57,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
3,21,3,37,2,3,3,4,1,34,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
1,35,4,18,1,5,3,4,2,45,3,2,1,1,1,0,0,1,0,1,0,0,1,0,0
2,24,3,6,1,4,3,1,2,35,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,16,4,19,4,4,3,4,1,38,3,2,1,1,1,0,0,1,0,1,0,0,0,1,0
3,25,4,46,1,2,4,2,1,20,3,1,1,2,1,1,0,1,0,0,1,0,0,0,0
1,10,4,4,1,3,3,2,2,31,3,2,1,1,1,0,1,1,0,0,1,0,0,1,0
3,30,2,100,1,4,3,3,2,44,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0
4,28,3,42,2,5,3,3,3,36,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
3,25,3,34,1,3,3,2,1,31,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,18,2,18,2,5,2,3,1,32,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
2,13,2,18,4,1,1,3,3,55,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,40,2,64,2,4,1,3,2,29,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
2,31,0,29,4,4,3,3,3,30,3,2,1,1,1,0,0,0,0,0,1,0,0,1,0
3,25,3,70,1,5,2,4,3,60,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1
4,8,2,4,4,3,3,3,1,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,30,2,55,1,2,3,2,4,33,3,1,2,2,1,1,0,1,0,1,0,0,0,0,0
1,10,2,18,5,4,3,4,2,42,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
2,16,3,40,2,3,2,4,2,24,3,2,2,2,1,0,0,1,0,1,0,0,0,1,0
2,16,3,45,1,2,4,3,3,28,3,2,1,1,1,0,0,1,0,1,0,0,1,0,0
4,30,3,48,3,2,2,4,4,38,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,32,3,25,1,4,3,2,2,28,1,2,1,1,1,0,0,1,0,1,0,0,1,1,1
4,7,2,4,2,5,3,4,3,36,2,1,2,1,1,0,0,1,0,1,0,0,0,1,0
2,18,3,37,5,5,2,2,2,39,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
2,25,4,32,1,5,3,4,1,34,3,2,2,1,1,0,0,1,0,0,1,0,0,1,0
3,23,1,51,1,1,2,3,2,29,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0
4,18,4,20,2,4,1,3,2,32,1,2,1,2,1,0,0,1,0,1,0,0,1,0,0
2,7,3,12,3,4,2,2,2,25,1,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,16,2,30,1,3,3,3,2,35,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0
3,19,3,33,5,5,3,2,2,28,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
1,39,1,16,1,3,3,2,3,28,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
4,27,2,51,1,2,3,2,2,27,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1
1,25,2,20,1,3,1,3,4,34,2,1,1,1,1,1,0,1,0,0,1,0,1,0,0
2,23,3,21,1,3,3,2,2,55,3,2,2,1,1,0,0,1,0,0,1,0,0,1,0
4,32,4,53,5,5,3,3,4,36,1,2,1,2,1,0,0,0,1,0,1,0,0,0,0
1,34,2,29,1,2,2,2,2,38,3,1,1,2,1,0,0,1,0,0,1,1,1,0,0
3,34,2,61,1,5,4,4,4,38,1,1,2,1,1,0,0,1,0,0,0,0,0,1,0
3,6,2,4,5,3,3,1,1,29,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,38,2,45,1,5,3,1,2,38,1,3,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,4,13,1,2,2,3,3,25,3,3,1,1,1,0,0,1,0,0,1,0,0,0,1
2,21,3,31,3,5,3,4,2,56,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
2,7,2,4,1,4,2,4,2,36,1,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,13,2,26,4,5,4,4,3,38,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
2,16,4,20,1,3,2,3,1,32,3,2,1,1,1,0,0,1,0,0,0,0,0,1,1
1,19,2,47,1,5,3,4,3,37,3,1,1,2,1,0,1,0,1,0,1,0,0,1,0
4,23,2,17,3,4,2,4,3,43,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
3,30,3,77,2,2,2,4,2,43,3,2,1,1,1,0,0,1,0,1,0,0,0,1,1
4,47,3,59,5,5,3,2,4,25,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,18,4,31,1,3,3,3,3,40,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1
4,10,3,12,1,3,3,3,1,43,3,2,2,1,1,0,0,1,0,1,0,0,0,1,0
4,19,1,40,5,3,3,3,3,30,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
3,33,2,57,1,4,3,3,3,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
3,19,3,28,1,3,2,2,2,47,1,2,1,1,1,0,0,1,0,0,1,0,0,1,1
4,32,3,45,5,4,1,3,3,35,2,2,2,1,1,0,0,1,0,0,1,0,0,1,1
2,30,2,34,5,4,2,3,3,35,1,1,2,1,1,0,0,0,0,0,1,0,0,1,0
2,16,3,33,5,1,3,2,1,39,3,2,2,1,1,0,1,1,0,0,1,0,0,1,0
4,16,1,63,3,4,2,4,3,38,3,1,1,2,1,1,1,1,0,0,1,0,0,0,0
2,11,0,14,4,3,3,1,1,39,3,2,2,1,1,0,0,1,0,0,1,0,1,0,0
4,13,2,12,1,5,3,4,3,41,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
3,43,2,58,5,3,2,3,3,29,2,2,1,1,1,1,0,1,0,0,1,0,0,1,0
2,16,2,4,1,5,3,4,2,23,3,1,1,2,1,0,0,0,1,1,0,0,0,1,0
2,43,4,36,4,4,3,1,4,31,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,6,0,8,1,4,4,4,2,30,3,2,2,1,1,0,0,1,0,1,0,0,1,0,0
2,26,0,31,3,2,1,4,1,37,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,15,4,40,2,5,3,4,2,42,3,3,1,1,1,1,0,1,0,0,1,0,0,1,0
1,6,3,4,1,3,2,2,2,31,1,2,1,1,1,1,0,1,0,0,1,0,0,1,0
1,52,2,38,4,2,3,2,2,32,3,1,2,1,1,0,0,1,0,0,1,0,1,0,1
3,26,1,44,1,1,3,3,2,32,1,1,1,2,1,1,0,1,0,1,0,1,0,0,0
2,39,3,43,1,3,4,1,2,29,3,2,1,2,1,0,1,0,0,0,1,0,0,1,1
2,33,4,53,3,3,2,2,2,46,3,1,1,1,1,1,0,0,1,0,1,0,1,0,0
4,6,2,14,1,2,4,1,3,28,3,1,1,1,1,0,0,1,0,0,1,1,1,0,1
1,14,2,12,1,5,3,4,1,37,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0
4,37,4,91,4,1,3,4,3,37,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1
4,21,4,29,1,4,3,2,3,33,3,2,1,2,1,0,1,1,0,0,1,0,0,0,0
3,23,2,32,1,3,1,2,3,37,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,7,4,4,1,5,3,4,3,31,2,2,1,1,1,0,0,0,1,1,0,0,1,0,1
1,36,3,33,3,4,2,4,2,26,3,1,1,2,1,1,0,1,0,0,1,0,0,1,0
1,16,2,22,1,4,3,2,3,24,2,1,1,2,1,1,0,1,0,1,0,0,0,1,1
4,13,2,21,1,2,3,4,2,22,3,2,1,1,1,0,0,1,0,1,0,0,0,1,1
2,20,4,27,1,5,3,3,2,41,3,2,1,2,1,0,1,1,0,0,1,0,0,1,0
4,26,3,99,1,3,3,2,4,26,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,11,2,4,1,5,3,3,1,44,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
3,31,2,64,4,4,2,2,3,30,2,1,2,2,1,0,0,1,0,0,1,0,0,0,1
3,12,3,11,4,3,2,4,1,31,3,1,1,1,1,1,0,0,1,0,0,0,0,1,0
4,21,0,32,2,5,3,4,3,36,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0
1,41,2,96,5,5,2,3,2,41,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0
3,8,2,4,1,4,3,2,2,28,3,1,2,1,1,0,0,1,0,0,1,0,0,1,0
4,7,2,8,1,3,3,1,3,27,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1
3,27,3,38,1,2,3,1,3,34,1,2,1,2,1,0,0,1,0,0,1,0,0,1,1
3,33,1,49,5,4,3,3,2,30,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
2,32,3,33,3,5,3,3,2,33,3,3,2,1,1,1,0,1,0,0,1,0,0,1,0
3,22,2,28,1,3,3,2,3,21,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1
3,30,3,53,1,5,2,4,1,33,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,25,2,35,1,4,2,2,1,26,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,19,4,35,2,4,4,1,3,23,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,24,4,22,5,4,2,3,2,40,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
3,34,2,69,1,2,1,4,3,29,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1
4,23,1,61,2,3,3,3,4,42,1,1,1,2,1,0,0,1,0,0,0,0,0,0,1
2,18,3,49,1,4,2,4,2,31,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
4,6,3,4,3,4,3,4,1,35,1,2,1,1,1,0,0,1,0,1,0,0,1,0,0
